<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BLK,201701170930,377.1,377.1,375.95,376.14,12304
BLK,201701170931,375.96,375.96,375.96,375.96,500
BLK,201701170932,375.91,375.99,375.83,375.96,1150
BLK,201701170933,375.6,376.79,375.48,376.28,7660
BLK,201701170934,376.48,376.56,376.36,376.4,2180
BLK,201701170935,376.42,376.42,375,375,2406
BLK,201701170936,375.72,375.72,374.78,374.97,600
BLK,201701170937,374.67,374.96,374.67,374.9,470
BLK,201701170938,374.49,374.87,374.49,374.87,200
BLK,201701170939,374.6,374.94,374.56,374.58,400
BLK,201701170940,374.91,375.61,374.81,375.61,3323
BLK,201701170941,375.31,375.36,375.31,375.36,900
BLK,201701170942,375.28,375.32,375.13,375.32,300
BLK,201701170943,375.46,375.87,375.46,375.87,1022
BLK,201701170944,375.87,375.95,374.97,375,1908
BLK,201701170945,375.33,375.33,374.82,374.82,1000
BLK,201701170946,375.1,375.11,374.98,375.04,700
BLK,201701170947,375.04,375.04,374.65,374.75,2900
BLK,201701170948,374.72,374.93,374.72,374.93,900
BLK,201701170949,375.04,375.12,375.04,375.07,500
BLK,201701170951,374.58,374.7,374.12,374.12,3377
BLK,201701170952,374.01,374.01,373.65,373.65,1200
BLK,201701170953,373.34,374.28,373.34,373.98,1513
BLK,201701170954,374.3,374.37,374.04,374.36,2100
BLK,201701170955,374.2,374.24,373.89,373.89,1695
BLK,201701170956,373.85,374.18,373.85,374.18,700
BLK,201701170957,373.91,373.93,373.91,373.93,325
BLK,201701170958,374.21,374.27,374.21,374.26,2100
BLK,201701170959,374.26,374.31,374.1,374.31,1300
BLK,201701171000,374.5,374.58,374.19,374.58,1200
BLK,201701171001,374.81,374.81,374.49,374.49,1200
BLK,201701171002,374.54,374.55,374.49,374.49,933
BLK,201701171003,374.47,374.47,374.22,374.22,300
BLK,201701171005,374.93,375.06,374.93,375.01,400
BLK,201701171006,375.17,375.45,375.1,375.45,956
BLK,201701171007,375.62,375.63,375.45,375.63,1939
BLK,201701171008,376.05,376.14,375.95,375.95,1500
BLK,201701171010,375.83,375.83,375.83,375.83,628
BLK,201701171011,376,376.01,375.75,376.01,1100
BLK,201701171012,376.04,376.16,375.85,375.85,1200
BLK,201701171013,375.85,376.04,375.85,376.04,474
BLK,201701171014,375.74,375.81,375.74,375.76,400
BLK,201701171015,375.97,376.2,375.97,376.05,999
BLK,201701171016,376.44,376.44,376.31,376.31,400
BLK,201701171017,376.35,376.35,376.35,376.35,100
BLK,201701171018,376.64,376.64,376.27,376.27,500
BLK,201701171019,376.2,376.26,375.91,375.96,700
BLK,201701171020,375.91,375.91,375.68,375.68,842
BLK,201701171021,375.69,376.33,375.65,376.33,1725
