<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
FOXA,201701180930,30.01,30.02,29.93,29.99,70173
FOXA,201701180931,30,30.05,29.1,30.01,94390
FOXA,201701180932,30.01,30.06,29.96,30.06,27463
FOXA,201701180933,30.06,30.1,30.02,30.06,17068
FOXA,201701180934,30.05,30.06,30.01,30.02,43900
FOXA,201701180935,30.02,30.02,29.92,29.95,43418
FOXA,201701180936,29.97,30.04,29.97,30.02,32121
FOXA,201701180937,30.02,30.08,30.02,30.07,45062
FOXA,201701180938,30.07,30.09,30.07,30.09,22200
FOXA,201701180939,30.09,30.13,30.09,30.12,64078
FOXA,201701180940,30.11,30.16,30.11,30.16,68581
FOXA,201701180941,30.16,30.17,30.15,30.16,36096
FOXA,201701180942,30.15,30.15,30.13,30.14,18489
FOXA,201701180943,30.14,30.19,30.14,30.18,48035
FOXA,201701180944,30.17,30.21,30.16,30.2,53163
FOXA,201701180945,30.2,30.23,30.19,30.23,17874
FOXA,201701180946,30.23,30.25,30.22,30.23,23629
FOXA,201701180947,30.24,30.24,30.23,30.24,7400
FOXA,201701180948,30.24,30.27,30.24,30.26,7960
FOXA,201701180949,30.26,30.27,30.25,30.26,16996
FOXA,201701180950,30.26,30.28,30.25,30.25,12615
FOXA,201701180951,30.25,30.25,30.22,30.24,22477
FOXA,201701180952,30.24,30.25,30.23,30.23,11664
FOXA,201701180953,30.23,30.23,30.2,30.21,5700
FOXA,201701180954,30.21,30.22,30.21,30.21,1829
FOXA,201701180955,30.21,30.23,30.2,30.2,7682
FOXA,201701180956,30.21,30.22,30.19,30.2,13780
FOXA,201701180957,30.2,30.22,30.2,30.22,21541
FOXA,201701180958,30.22,30.22,30.21,30.22,6691
FOXA,201701180959,30.2,30.21,30.18,30.2,90026
FOXA,201701181000,30.2,30.2,30.19,30.19,36292
FOXA,201701181001,30.19,30.19,30.18,30.19,10860
FOXA,201701181002,30.2,30.2,30.18,30.2,11858
FOXA,201701181003,30.2,30.2,30.19,30.2,15417
FOXA,201701181004,30.19,30.2,30.17,30.17,26142
FOXA,201701181005,30.17,30.2,30.17,30.19,7045
FOXA,201701181006,30.19,30.19,30.17,30.17,6212
FOXA,201701181007,30.18,30.18,30.1,30.12,112334
FOXA,201701181008,30.13,30.15,30.12,30.14,28038
FOXA,201701181009,30.14,30.16,30.14,30.16,2791
FOXA,201701181010,30.16,30.2,30.16,30.2,28461
FOXA,201701181011,30.19,30.2,30.19,30.19,15875
FOXA,201701181012,30.2,30.21,30.19,30.21,6795
FOXA,201701181013,30.2,30.21,30.19,30.21,38587
FOXA,201701181014,30.2,30.21,30.2,30.2,10200
FOXA,201701181015,30.2,30.21,30.2,30.2,2285
FOXA,201701181016,30.21,30.23,30.2,30.23,29587
FOXA,201701181017,30.23,30.25,30.22,30.24,68463
FOXA,201701181018,30.24,30.25,30.24,30.24,32090
FOXA,201701181019,30.24,30.24,30.21,30.22,27984
FOXA,201701181020,30.22,30.23,30.22,30.23,18018
FOXA,201701181021,30.23,30.23,30.2,30.23,13432
FOXA,201701181022,30.23,30.24,30.22,30.23,21653
FOXA,201701181023,30.24,30.24,30.23,30.23,1900
FOXA,201701181024,30.25,30.25,30.24,30.25,710
FOXA,201701181025,30.24,30.25,30.24,30.25,51203
FOXA,201701181026,30.25,30.28,30.25,30.27,45760
FOXA,201701181027,30.28,30.28,30.27,30.27,3000
FOXA,201701181028,30.28,30.28,30.27,30.28,37871
FOXA,201701181029,30.29,30.29,30.27,30.27,52518
FOXA,201701181030,30.27,30.29,30.26,30.28,33691
FOXA,201701181031,30.28,30.29,30.28,30.29,3400
FOXA,201701181032,30.29,30.3,30.29,30.3,5449
FOXA,201701181033,30.3,30.3,30.29,30.3,7986
FOXA,201701181034,30.3,30.31,30.29,30.29,12165
FOXA,201701181035,30.3,30.3,30.29,30.3,3911
FOXA,201701181036,30.3,30.31,30.3,30.31,4093
FOXA,201701181037,30.31,30.31,30.28,30.29,29866
FOXA,201701181038,30.28,30.29,30.27,30.27,5100
FOXA,201701181039,30.27,30.28,30.27,30.27,3185
FOXA,201701181040,30.28,30.28,30.26,30.27,6356
FOXA,201701181041,30.26,30.27,30.24,30.25,35512
FOXA,201701181042,30.25,30.26,30.25,30.26,7600
FOXA,201701181043,30.26,30.26,30.25,30.25,17800
FOXA,201701181044,30.26,30.26,30.22,30.22,10966
FOXA,201701181045,30.23,30.24,30.21,30.23,9428
FOXA,201701181046,30.22,30.23,30.21,30.22,13636
FOXA,201701181047,30.21,30.22,30.21,30.21,33400
FOXA,201701181048,30.21,30.23,30.21,30.22,6754
FOXA,201701181049,30.22,30.23,30.21,30.22,11781
FOXA,201701181050,30.22,30.23,30.21,30.23,8199
FOXA,201701181051,30.23,30.23,30.22,30.23,8478
FOXA,201701181052,30.24,30.24,30.23,30.24,3000
FOXA,201701181053,30.24,30.25,30.23,30.25,21639
FOXA,201701181054,30.24,30.26,30.24,30.26,7615
FOXA,201701181055,30.26,30.28,30.25,30.27,31984
FOXA,201701181056,30.27,30.28,30.27,30.28,10129
FOXA,201701181057,30.28,30.29,30.28,30.29,7176
FOXA,201701181058,30.29,30.29,30.28,30.29,1700
FOXA,201701181059,30.29,30.3,30.28,30.28,31893
FOXA,201701181100,30.28,30.29,30.27,30.28,6061
FOXA,201701181101,30.28,30.29,30.27,30.27,20459
FOXA,201701181102,30.27,30.27,30.24,30.24,18326
FOXA,201701181103,30.24,30.26,30.24,30.25,10300
FOXA,201701181104,30.26,30.28,30.25,30.26,21271
FOXA,201701181105,30.26,30.26,30.24,30.25,23469
FOXA,201701181106,30.26,30.26,30.25,30.25,2500
FOXA,201701181107,30.25,30.26,30.25,30.25,2300
FOXA,201701181108,30.25,30.26,30.24,30.25,33523
FOXA,201701181109,30.25,30.26,30.25,30.25,21601
FOXA,201701181110,30.26,30.27,30.25,30.26,9795
FOXA,201701181111,30.26,30.26,30.25,30.26,6957
FOXA,201701181112,30.26,30.26,30.25,30.25,7500
FOXA,201701181113,30.25,30.27,30.25,30.26,7882
FOXA,201701181114,30.26,30.26,30.24,30.25,41470
FOXA,201701181115,30.25,30.25,30.24,30.25,8392
FOXA,201701181116,30.25,30.26,30.24,30.25,4100
FOXA,201701181117,30.26,30.26,30.24,30.24,21452
FOXA,201701181118,30.25,30.25,30.24,30.25,5618
FOXA,201701181119,30.24,30.26,30.24,30.26,40893
FOXA,201701181120,30.25,30.25,30.25,30.25,6360
FOXA,201701181121,30.25,30.25,30.24,30.24,20920
FOXA,201701181122,30.24,30.24,30.23,30.23,8400
FOXA,201701181123,30.23,30.25,30.23,30.24,4561
FOXA,201701181124,30.25,30.25,30.24,30.24,4335
FOXA,201701181125,30.25,30.25,30.24,30.25,16838
FOXA,201701181126,30.25,30.25,30.24,30.25,26742
